date,year,QuestType,PresidentS,Q,popM.li,latentM
1985-04,1985,Ot-Bom,SARNEY,1985-2,43.15,32.5300486
1985-04,1985,Positive,SARNEY,1985-2,43.15,32.5300486
1985-05,1985,Positive,SARNEY,1985-2,57,41.0708858
1985-06,1985,Ot-Bom,SARNEY,1985-2,45.2,40.3896113
1985-08,1985,Positive,SARNEY,1985-3,45,36.7378848
1986-01,1986,Positive,SARNEY,1986-1,36,30.1127408
1986-03,1986,Ot-Bom,SARNEY,1986-1,71,40.9252001
1986-04,1986,Positive,SARNEY,1986-2,81,54.7343925
1986-06,1986,Positive,SARNEY,1986-2,76,56.239058
1986-09,1986,Positive,SARNEY,1986-3,66,50.2968497
1986-11,1986,Ot-Bom,SARNEY,1986-4,34,35.1314766
1986-12,1986,Positive,SARNEY,1986-4,47,36.6590705
1987-02,1987,Positive,SARNEY,1987-1,26,24.7401198
1987-03,1987,Ot-Bom,SARNEY,1987-1,32.6,20.1644831
1987-05,1987,Ot-Bom,SARNEY,1987-2,9,15.5545163
1987-07,1987,Ot-Bom,SARNEY,1987-3,20.05,18.8950617
1987-07,1987,Positive,SARNEY,1987-3,20.05,18.8950617
1987-09,1987,Ot-Bom,SARNEY,1987-3,17.9,17.4024246
1987-09,1987,Positive,SARNEY,1987-3,17.9,17.4024246
1987-11,1987,Ot-Bom,SARNEY,1987-4,11,17.3184328
1987-12,1987,Positive,SARNEY,1987-4,12,14.2302647
1988-03,1988,Ot-Bom,SARNEY,1988-1,9,12.4860414
1988-03,1988,Positive,SARNEY,1988-1,9,12.4860414
1988-07,1988,Positive,SARNEY,1988-3,10,11.7580736
1988-09,1988,Positive,SARNEY,1988-3,12,12.9006906
1988-10,1988,Ot-Bom,SARNEY,1988-4,7,14.2014117
1988-12,1988,Ot-Bom,SARNEY,1988-4,8.5,12.8097358
1988-12,1988,Positive,SARNEY,1988-4,8.5,12.8097358
1989-02,1989,Positive,SARNEY,1989-1,14,14.15302
1989-03,1989,Ot-Bom,SARNEY,1989-1,9,12.6881041
1989-03,1989,Positive,SARNEY,1989-1,9,12.6881041
1989-04,1989,Ot-Bom,SARNEY,1989-2,13,13.8674815
1989-04,1989,Positive,SARNEY,1989-2,13,13.8674815
1989-05,1989,Positive,SARNEY,1989-2,16,15.4493205
1989-07,1989,Ot-Bom,SARNEY,1989-3,8,9.60552955
1989-09,1989,Ot-Bom,SARNEY,1989-3,5,11.4305246
1989-11,1989,Ot-Bom,SARNEY,1989-4,9,9.95776798
1990-01,1990,Ot-Bom,SARNEY,1990-1,12,12.7117265
1990-01,1990,Positive,SARNEY,1990-1,12,12.7117265
1990-02,1990,Positive,SARNEY,1990-1,12.5,14.1485251
1990-02,1990,Ot-Bom,SARNEY,1990-1,12.5,14.1485251
1990-03,1990,Ot-Bom,COLLOR,1990-1,71,46.054619
1990-04,1990,Positive,COLLOR,1990-2,69,50.4762621
1990-05,1990,Positive,COLLOR,1990-2,42,37.2334716
1990-06,1990,Ot-Bom,COLLOR,1990-2,34.5,30.9201022
1990-06,1990,Positive,COLLOR,1990-2,34.5,30.9201022
1990-08,1990,Positive,COLLOR,1990-3,36.15,29.4596961
1990-08,1990,Ot-Bom,COLLOR,1990-3,36.15,29.4596961
1990-09,1990,Ot-Bom,COLLOR,1990-3,34,30.602997
1990-10,1990,Positive,COLLOR,1990-4,42,32.9777657
1990-12,1990,Ot-Bom,COLLOR,1990-4,29.6,24.2640115
1991-01,1991,Positive,COLLOR,1991-1,33,26.6563247
1991-02,1991,Ot-Bom,COLLOR,1991-1,27,21.9859777
1991-03,1991,Ot-Bom,COLLOR,1991-1,23,23.3379659
1991-05,1991,Positive,COLLOR,1991-2,22,20.9836195
1991-07,1991,Positive,COLLOR,1991-3,22,20.1440812
1991-08,1991,Ot-Bom,COLLOR,1991-3,20.4,17.3121327
1991-09,1991,Ot-Bom,COLLOR,1991-3,18.5,18.1726668
1991-09,1991,Positive,COLLOR,1991-3,18.5,18.1726668
1991-10,1991,Positive,COLLOR,1991-4,18,17.5762049
1991-12,1991,Positive,COLLOR,1991-4,16,16.2851878
1992-01,1992,Ot-Bom,COLLOR,1992-1,13.8,13.1920619
1992-02,1992,Positive,COLLOR,1992-1,15.2,14.8024198
1992-02,1992,Ot-Bom,COLLOR,1992-1,15.2,14.8024198
1992-03,1992,Ot-Bom,COLLOR,1992-1,16,16.3679784
1992-03,1992,Positive,COLLOR,1992-1,16,16.3679784
1992-04,1992,Ot-Bom,COLLOR,1992-2,17.1,15.0236832
1992-05,1992,Positive,COLLOR,1992-2,19.6,17.3059421
1992-05,1992,Ot-Bom,COLLOR,1992-2,19.6,17.3059421
1992-06,1992,Positive,COLLOR,1992-2,16,16.7237409
1992-07,1992,Positive,COLLOR,1992-3,16,16.5955679
1992-08,1992,Ot-Bom,COLLOR,1992-3,11.3,12.311563
1992-09,1992,Ot-Bom,COLLOR,1992-3,9,12.3202084
1992-09,1992,Positive,COLLOR,1992-3,9,12.3202084
1992-10,1992,Ot-Bom,FRANCO,1992-4,18,18.5713309
1992-12,1992,Ot-Bom,FRANCO,1992-4,31,25.9289245
1992-12,1992,Ot-Bom,FRANCO,1992-4,31,25.9289245
1993-02,1993,Ot-Bom,FRANCO,1993-1,36,30.7262648
1993-03,1993,Ot-Bom,FRANCO,1993-1,22.5,24.844549
1993-03,1993,Ot-Bom,FRANCO,1993-1,22.5,24.844549
1993-04,1993,Ot-Bom,FRANCO,1993-2,17,20.8767594
1993-05,1993,Ot-Bom,FRANCO,1993-2,19,21.0048016
1993-06,1993,Ot-Bom,FRANCO,1993-2,17,20.0247346
1993-08,1993,Ot-Bom,FRANCO,1993-3,15,18.6791928
1993-09,1993,Ot-Bom,FRANCO,1993-3,14.9,18.4733457
1993-10,1993,Ot-Bom,FRANCO,1993-4,13,13.8869845
1993-11,1993,Ot-Bom,FRANCO,1993-4,12,15.7778455
1993-12,1993,Ot-Bom,FRANCO,1993-4,18,19.3189769
1994-02,1994,Ot-Bom,FRANCO,1994-1,12.8,13.9255459
1994-03,1994,Ot-Bom,FRANCO,1994-1,15,17.2934578
1994-04,1994,Ot-Bom,FRANCO,1994-2,17.5,17.9316645
1994-04,1994,Ot-Bom,FRANCO,1994-2,17.5,17.9316645
1994-07,1994,Ot-Bom,FRANCO,1994-3,30.5,23.2394872
1994-08,1994,Ot-Bom,FRANCO,1994-3,37,30.1188123
1994-09,1994,Ot-Bom,FRANCO,1994-3,32.45,29.579647
1994-09,1994,Ot-Bom,FRANCO,1994-3,32.45,29.579647
1994-10,1994,Ot-Bom,FRANCO,1994-4,40,33.28815
1994-11,1994,Ot-Bom,FRANCO,1994-4,41.9,31.691928
1994-12,1994,Ot-Bom,FRANCO,1994-4,43.5,33.8268095
1994-12,1994,Ot-Bom,FRANCO,1994-4,43.5,33.8268095
1995-01,1995,Ot-Bom,CARDOSO,1995-1,35.1,31.613106
1995-02,1995,Ot-Bom,CARDOSO,1995-1,57,41.0525421
1995-03,1995,Ot-Bom,CARDOSO,1995-1,41,34.3703472
1995-03,1995,Ot-Bom,CARDOSO,1995-1,41,34.3703472
1995-03,1995,Ot-Bom,CARDOSO,1995-1,41,34.3703472
1995-04,1995,Ot-Bom,CARDOSO,1995-2,39,32.0608338
1995-05,1995,Ot-Bom,CARDOSO,1995-2,38,29.9040567
1995-05,1995,Ot-Bom,CARDOSO,1995-2,38,29.9040567
1995-06,1995,Ot-Bom,CARDOSO,1995-2,40.5,33.3015904
1995-06,1995,Ot-Bom,CARDOSO,1995-2,40.5,33.3015904
1995-07,1995,Ot-Bom,CARDOSO,1995-3,42,32.3595078
1995-07,1995,Ot-Bom,CARDOSO,1995-3,42,32.3595078
1995-08,1995,Ot-Bom,CARDOSO,1995-3,39,32.4610081
1995-09,1995,Ot-Bom,CARDOSO,1995-3,41,32.8092725
1995-09,1995,Ot-Bom,CARDOSO,1995-3,41,32.8092725
1995-11,1995,Ot-Bom,CARDOSO,1995-4,43,32.4554535
1995-12,1995,Ot-Bom,CARDOSO,1995-4,41,34.0519751
1996-02,1996,Ot-Bom,CARDOSO,1996-1,41,31.8367404
1996-05,1996,Ot-Bom,CARDOSO,1996-2,30.5,26.5179824
1996-05,1996,Ot-Bom,CARDOSO,1996-2,30.5,26.5179824
1996-06,1996,Ot-Bom,CARDOSO,1996-2,30,27.2860299
1996-08,1996,Ot-Bom,CARDOSO,1996-3,38,29.1260192
1996-09,1996,Ot-Bom,CARDOSO,1996-3,43,34.3189747
1996-11,1996,Ot-Bom,CARDOSO,1996-4,46.4,34.9162806
1996-12,1996,Ot-Bom,CARDOSO,1996-4,46.5,36.0995476
1996-12,1996,Ot-Bom,CARDOSO,1996-4,46.5,36.0995476
1997-01,1997,Ot-Bom,CARDOSO,1997-1,51,37.0298305
1997-03,1997,Ot-Bom,CARDOSO,1997-1,46.5,36.8500708
1997-03,1997,Ot-Bom,CARDOSO,1997-1,46.5,36.8500708
1997-05,1997,Ot-Bom,CARDOSO,1997-2,38,31.7269912
1997-05,1997,Ot-Bom,CARDOSO,1997-2,38,31.7269912
1997-06,1997,Ot-Bom,CARDOSO,1997-2,39,32.9580694
1997-08,1997,Ot-Bom,CARDOSO,1997-3,38,30.1153955
1997-09,1997,Ot-Bom,CARDOSO,1997-3,39.5,33.9355945
1997-09,1997,Ot-Bom,CARDOSO,1997-3,39.5,33.9355945
1997-10,1997,Ot-Bom,CARDOSO,1997-4,43,32.6472663
1997-12,1997,Ot-Bom,CARDOSO,1997-4,37.5,31.8446957
1997-12,1997,Ot-Bom,CARDOSO,1997-4,37.5,31.8446957
1998-01,1998,Ot-Bom,CARDOSO,1998-1,37.5,31.2868797
1998-01,1998,Ot-Bom,CARDOSO,1998-1,37.5,31.2868797
1998-03,1998,Ot-Bom,CARDOSO,1998-1,38.5,30.8935992
1998-03,1998,Ot-Bom,CARDOSO,1998-1,38.5,30.8935992
1998-04,1998,Ot-Bom,CARDOSO,1998-2,33,30.2579179
1998-04,1998,Ot-Bom,CARDOSO,1998-2,33,30.2579179
1998-05,1998,Ot-Bom,CARDOSO,1998-2,31,27.7877763
1998-05,1998,Ot-Bom,CARDOSO,1998-2,31,27.7877763
1998-05,1998,Ot-Bom,CARDOSO,1998-2,31,27.7877763
1998-06,1998,Ot-Bom,CARDOSO,1998-2,31,27.9573668
1998-06,1998,Ot-Bom,CARDOSO,1998-2,31,27.9573668
1998-07,1998,Ot-Bom,CARDOSO,1998-3,38.3333333,31.0910997
1998-07,1998,Ot-Bom,CARDOSO,1998-3,38.3333333,31.0910997
1998-07,1998,Ot-Bom,CARDOSO,1998-3,38.3333333,31.0910997
1998-08,1998,Ot-Bom,CARDOSO,1998-3,39.5,32.941081
1998-08,1998,Ot-Bom,CARDOSO,1998-3,39.5,32.941081
1998-09,1998,Ot-Bom,CARDOSO,1998-3,44,35.6040866
1998-09,1998,Ot-Bom,CARDOSO,1998-3,44,35.6040866
1998-12,1998,Ot-Bom,CARDOSO,1998-4,33.5,31.1255364
1998-12,1998,Ot-Bom,CARDOSO,1998-4,33.5,31.1255364
1999-01,1999,Ot-Bom,CARDOSO,1999-1,27,26.8719145
1999-02,1999,Ot-Bom,CARDOSO,1999-1,21,22.694129
1999-03,1999,Ot-Bom,CARDOSO,1999-1,19,19.3007333
1999-03,1999,Ot-Bom,CARDOSO,1999-1,19,19.3007333
1999-03,1999,Ot-Bom,CARDOSO,1999-1,19,19.3007333
1999-04,1999,Ot-Bom,CARDOSO,1999-2,17,17.6073665
1999-05,1999,Ot-Bom,CARDOSO,1999-2,16.5,16.2820872
1999-05,1999,Ot-Bom,CARDOSO,1999-2,16.5,16.2820872
1999-06,1999,Ot-Bom,CARDOSO,1999-2,16,17.8649835
1999-07,1999,Ot-Bom,CARDOSO,1999-3,14,15.2837472
1999-07,1999,Ot-Bom,CARDOSO,1999-3,14,15.2837472
1999-08,1999,Ot-Bom,CARDOSO,1999-3,12,13.4774445
1999-09,1999,Ot-Bom,CARDOSO,1999-3,12.3333333,14.6207209
1999-09,1999,Ot-Bom,CARDOSO,1999-3,12.3333333,14.6207209
1999-09,1999,Ot-Bom,CARDOSO,1999-3,12.3333333,14.6207209
1999-10,1999,Ot-Bom,CARDOSO,1999-4,8,10.791479
1999-11,1999,Ot-Bom,CARDOSO,1999-4,14,13.8447938
1999-11,1999,Ot-Bom,CARDOSO,1999-4,14,13.8447938
1999-12,1999,Ot-Bom,CARDOSO,1999-4,14,16.1679692
1999-12,1999,Ot-Bom,CARDOSO,1999-4,14,16.1679692
2000-01,2000,Ot-Bom,CARDOSO,2000-1,16,16.3825673
2000-02,2000,Ot-Bom,CARDOSO,2000-1,18,17.0236647
2000-02,2000,Ot-Bom,CARDOSO,2000-1,18,17.0236647
2000-03,2000,Ot-Bom,CARDOSO,2000-1,17,18.1195065
2000-03,2000,Ot-Bom,CARDOSO,2000-1,17,18.1195065
2000-04,2000,Ot-Bom,CARDOSO,2000-2,14,15.5665678
2000-05,2000,Ot-Bom,CARDOSO,2000-2,17.5,16.7439741
2000-05,2000,Ot-Bom,CARDOSO,2000-2,17.5,16.7439741
2000-06,2000,Ot-Bom,CARDOSO,2000-2,16,18.0413976
2000-06,2000,Ot-Bom,CARDOSO,2000-2,16,18.0413976
2000-07,2000,Ot-Bom,CARDOSO,2000-3,19,18.6825497
2000-08,2000,Ot-Bom,CARDOSO,2000-3,19.4,17.2050311
2000-08,2000,Ot-Bom,CARDOSO,2000-3,19.4,17.2050311
2000-09,2000,Ot-Bom,CARDOSO,2000-3,21.1,17.3918253
2000-09,2000,Ot-Bom,CARDOSO,2000-3,21.1,17.3918253
2000-10,2000,Ot-Bom,CARDOSO,2000-4,21.8666667,20.8399541
2000-10,2000,Ot-Bom,CARDOSO,2000-4,21.8666667,20.8399541
2000-10,2000,Ot-Bom,CARDOSO,2000-4,21.8666667,20.8399541
2000-11,2000,Ot-Bom,CARDOSO,2000-4,19.1,18.3438458
2000-12,2000,Ot-Bom,CARDOSO,2000-4,24,21.1706787
2000-12,2000,Ot-Bom,CARDOSO,2000-4,24,21.1706787
2000-12,2000,Ot-Bom,CARDOSO,2000-4,24,21.1706787
2001-01,2001,Ot-Bom,CARDOSO,2001-1,25.4,21.9163079
2001-02,2001,Ot-Bom,CARDOSO,2001-1,26.2,22.5482158
2001-03,2001,Ot-Bom,CARDOSO,2001-1,28.4333333,23.5907548
2001-03,2001,Ot-Bom,CARDOSO,2001-1,28.4333333,23.5907548
2001-03,2001,Ot-Bom,CARDOSO,2001-1,28.4333333,23.5907548
2001-04,2001,Ot-Bom,CARDOSO,2001-2,29.7,24.5978443
2001-05,2001,Ot-Bom,CARDOSO,2001-2,22.1,20.631827
2001-06,2001,Ot-Bom,CARDOSO,2001-2,18.5666667,18.9077283
2001-06,2001,Ot-Bom,CARDOSO,2001-2,18.5666667,18.9077283
2001-06,2001,Ot-Bom,CARDOSO,2001-2,18.5666667,18.9077283
2001-07,2001,Ot-Bom,CARDOSO,2001-3,19.8,18.1580098
2001-08,2001,Ot-Bom,CARDOSO,2001-3,21.7,19.0566565
2001-08,2001,Ot-Bom,CARDOSO,2001-3,21.7,19.0566565
2001-09,2001,Ot-Bom,CARDOSO,2001-3,22,20.3737535
2001-09,2001,Ot-Bom,CARDOSO,2001-3,22,20.3737535
2001-10,2001,Ot-Bom,CARDOSO,2001-4,22,19.6746238
2001-11,2001,Ot-Bom,CARDOSO,2001-4,24,22.5693705
2001-12,2001,Ot-Bom,CARDOSO,2001-4,22.6333333,21.3594588
2001-12,2001,Ot-Bom,CARDOSO,2001-4,22.6333333,21.3594588
2001-12,2001,Ot-Bom,CARDOSO,2001-4,22.6333333,21.3594588
2002-01,2002,Ot-Bom,CARDOSO,2002-1,26.7,22.5220039
2002-02,2002,Ot-Bom,CARDOSO,2002-1,29.2,25.861781
2002-02,2002,Ot-Bom,CARDOSO,2002-1,29.2,25.861781
2002-03,2002,Ot-Bom,CARDOSO,2002-1,28.525,25.123056
2002-03,2002,Ot-Bom,CARDOSO,2002-1,28.525,25.123056
2002-03,2002,Ot-Bom,CARDOSO,2002-1,28.525,25.123056
2002-03,2002,Ot-Bom,CARDOSO,2002-1,28.525,25.123056
2002-04,2002,Ot-Bom,CARDOSO,2002-2,26.8,25.0481403
2002-04,2002,Ot-Bom,CARDOSO,2002-2,26.8,25.0481403
2002-05,2002,Ot-Bom,CARDOSO,2002-2,27.6,25.0725985
2002-05,2002,Ot-Bom,CARDOSO,2002-2,27.6,25.0725985
2002-06,2002,Ot-Bom,CARDOSO,2002-2,30.4,26.7895643
2002-06,2002,Ot-Bom,CARDOSO,2002-2,30.4,26.7895643
2002-07,2002,Ot-Bom,CARDOSO,2002-3,27.9,25.2297509
2002-07,2002,Ot-Bom,CARDOSO,2002-3,27.9,25.2297509
2002-07,2002,Ot-Bom,CARDOSO,2002-3,27.9,25.2297509
2002-08,2002,Ot-Bom,CARDOSO,2002-3,26.8666667,24.7910399
2002-08,2002,Ot-Bom,CARDOSO,2002-3,26.8666667,24.7910399
2002-08,2002,Ot-Bom,CARDOSO,2002-3,26.8666667,24.7910399
2002-09,2002,Ot-Bom,CARDOSO,2002-3,24.3,23.1037093
2002-09,2002,Ot-Bom,CARDOSO,2002-3,24.3,23.1037093
2002-09,2002,Ot-Bom,CARDOSO,2002-3,24.3,23.1037093
2002-09,2002,Ot-Bom,CARDOSO,2002-3,24.3,23.1037093
2002-10,2002,Ot-Bom,CARDOSO,2002-4,24.4333333,23.7270332
2002-10,2002,Ot-Bom,CARDOSO,2002-4,24.4333333,23.7270332
2002-10,2002,Ot-Bom,CARDOSO,2002-4,24.4333333,23.7270332
2002-12,2002,Ot-Bom,CARDOSO,2002-4,26,24.5439954
2003-01,2003,Ot-Bom,LULA,2003-1,56.6,40.1479363
2003-03,2003,Ot-Bom,LULA,2003-1,48,38.3714636
2003-03,2003,Ot-Bom,LULA,2003-1,48,38.3714636
2003-04,2003,Ot-Bom,LULA,2003-2,45.35,36.5299566
2003-04,2003,Ot-Bom,LULA,2003-2,45.35,36.5299566
2003-05,2003,Ot-Bom,LULA,2003-2,51.6,39.9204401
2003-06,2003,Ot-Bom,LULA,2003-2,42.5,35.2825621
2003-06,2003,Ot-Bom,LULA,2003-2,42.5,35.2825621
2003-07,2003,Ot-Bom,LULA,2003-3,46.3,36.6597376
